Type de bien,Price,Address,Surface,Nombre de chambres,Nombre de toilettes
Appartement,580000.0,Ahlane,77,2.0,1.0
Appartement,800000.0,Mesnana,100,2.0,1.0
Appartement,1200000.0,Mesnana,150,3.0,2.0
Appartement,950000.0,Castilla,200,3.0,2.0
Appartement,950000.0,Ahlane,92,2.0,1.0
Appartement,950000.0,Mesnana,200,3.0,2.0
Appartement,900000.0,Moulay Youssef,2,2.0,1.0
Appartement,450000.0,Mghogha,77,2.0,1.0
Appartement,3200000.0,Malabata,180,3.0,2.0
Appartement,490000.0,Mesnana,53,2.0,1.0
Villa,1200000.0,Souani,95,3.0,2.0
Appartement,500000.0,Achakar,60,2.0,1.0
Appartement,680000.0,Mesnana,120,3.0,2.0
Appartement,850000.0,El Mers 2,60,2.0,1.0
Villa,2000000.0,Branes 1,100,3.0,2.0
Appartement,300000.0,Mesnana,100,2.0,1.0
Villa,3500000.0,Castilla,200,4.0,3.0
Appartement,280000.0,Achakar,55,2.0,1.0
Appartement,650000.0,Mesnana,100,2.0,1.0
Appartement,420000.0,Val Fleuri,52,2.0,1.0
Appartement,670000.0,Ahlane,100,2.0,1.0
Villa,1400000.0,Jirrari,90,3.0,2.0
Appartement,850000.0,Val Fleuri,80,2.0,1.0
Villa,340000.0,Al Kasaba,47,3.0,2.0
Appartement,665000.0,Tanja Balia,150,3.0,2.0
Appartement,680000.0,Mesnana,120,3.0,2.0
Appartement,440000.0,Moujahidine,57,2.0,1.0
Appartement,540000.0,Val Fleuri,60,2.0,1.0
Appartement,700000.0,Ahlane,200,3.0,2.0
Villa,2500000.0,Ben Dibane,96,3.0,2.0
Appartement,430000.0,Moujahidine,150,3.0,2.0
Appartement,650000.0,Mghogha,70,2.0,1.0
Appartement,1800000.0,Moulay Youssef,200,3.0,2.0
Appartement,430000.0,Tanja Balia,4,2.0,1.0
Appartement,570000.0,Tanja Balia,1,2.0,1.0
Appartement,750000.0,Tanja Balia,1,2.0,1.0
Villa,650000.0,Mesnana,55,3.0,2.0
Villa,1500000.0,Jirrari,100,3.0,2.0
Appartement,330000.0,Tanja Balia,50,2.0,1.0
Appartement,860000.0,Jirrari,150,3.0,2.0
Villa,2000000.0,Drissia,100,3.0,2.0
Appartement,2400000.0,Iberie,170,3.0,2.0
Appartement,350000.0,Moujahidine,56,2.0,1.0
Villa,2800000.0,Mesnana,102,3.0,2.0
Appartement,800000.0,Moujahidine,90,2.0,1.0
Villa,2900000.0,Achakar,160,4.0,3.0
Appartement,2200000.0,Malabata,125,3.0,2.0
Appartement,550000.0,Mesnana,150,3.0,2.0
Appartement,725000.0,Val Fleuri,200,3.0,2.0
Appartement,500000.0,Val Fleuri,52,2.0,1.0
Appartement,338000.0,Mesnana,100,2.0,1.0
Appartement,800000.0,Tanja Balia,95,2.0,1.0
Villa,1200000.0,Ben Dibane,60,3.0,2.0
Appartement,720000.0,Souani,130,3.0,2.0
Appartement,2150000.0,Iberie,200,3.0,2.0
Appartement,570000.0,Val Fleuri,200,3.0,2.0
Villa,3500000.0,Achakar,216,4.0,3.0
Appartement,300000.0,El Mers 1,1,2.0,1.0
Appartement,750000.0,Val Fleuri,3,2.0,1.0
Appartement,450000.0,Moujahidine,60,2.0,1.0
Appartement,2000000.0,Malabata,1,2.0,1.0
Appartement,690000.0,Mesnana,82,2.0,1.0
Appartement,560000.0,Ahlane,85,2.0,1.0
Appartement,1800000.0,Marchane,130,3.0,2.0
Appartement,300000.0,Tanja Balia,58,2.0,1.0
Appartement,900000.0,Val Fleuri,92,2.0,1.0
Appartement,650000.0,Casabarata,45,2.0,1.0
Appartement,350000.0,Mesnana,125,3.0,2.0
Appartement,850000.0,Mesnana,105,3.0,2.0
Appartement,250000.0,Mghogha,55,2.0,1.0
Appartement,890000.0,Val Fleuri,2,2.0,1.0
Appartement,590000.0,Mesnana,65,2.0,1.0
Appartement,1190000.0,Branes 2,200,3.0,2.0
Appartement,1750000.0,Malabata,120,3.0,2.0
Appartement,480000.0,Mghogha,69,2.0,1.0
Appartement,460000.0,Tanja Balia,62,2.0,1.0
Appartement,800000.0,Mesnana,120,3.0,2.0
Appartement,600000.0,Benkirane,100,2.0,1.0
Appartement,400000.0,Moujahidine,54,2.0,1.0
Appartement,2500000.0,Mesnana,80,2.0,1.0
Appartement,900000.0,Ben Dibane,106,3.0,2.0
Appartement,660000.0,Jirrari,78,2.0,1.0
Appartement,1700000.0,Malabata,1,2.0,1.0
Appartement,380000.0,Tanja Balia,2,2.0,1.0
Appartement,388000.0,Tanja Balia,2,2.0,1.0
Appartement,1150000.0,Ahlane,133,3.0,2.0
Appartement,700000.0,Mesnana,60,2.0,1.0
Appartement,2700000.0,Branes 1,110,3.0,2.0
Appartement,850000.0,Mesnana,55,2.0,1.0
Appartement,2290000.0,Iberie,132,3.0,2.0
Appartement,570000.0,Branes 1,100,2.0,1.0
Appartement,1700000.0,Malabata,85,2.0,1.0
Appartement,240000.0,Mghogha,53,2.0,1.0
Appartement,380000.0,Mesnana,60,2.0,1.0
Appartement,1080000.0,Iberie,108,3.0,2.0
Appartement,260000.0,Mghogha,47,2.0,1.0
Appartement,330000.0,Val Fleuri,55,2.0,1.0
Appartement,500000.0,Al Kasaba,115,3.0,2.0
Appartement,2000000.0,Malabata,146,3.0,2.0
Appartement,660000.0,Souani,87,2.0,1.0
Appartement,1400000.0,Malabata,135,3.0,2.0
Appartement,700000.0,Mesnana,67,2.0,1.0
Appartement,1150000.0,Souani,200,3.0,2.0
Appartement,783000.0,Branes 2,3,2.0,1.0
Appartement,1000000.0,Malabata,5,2.0,1.0
Appartement,540000.0,Ahlane,85,2.0,1.0
Appartement,650000.0,Ahlane,73,2.0,1.0
Appartement,280000.0,Tanja Balia,58,2.0,1.0
Appartement,1300000.0,Ahlane,3,2.0,1.0
Appartement,775000.0,Val Fleuri,3,2.0,1.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,1565600.0,Malabata,87,2.0,2.0
Appartement,2184300.0,Malabata,182,2.0,2.0
Appartement,1207500.0,Mesnana,115,3.0,2.0
Appartement,1176000.0,Mesnana,112,3.0,2.0
Appartement,1239000.0,Mesnana,118,3.0,2.0
Appartement,1097000.0,Mesnana,110,3.0,2.0
Appartement,1107000.0,Mesnana,111,3.0,2.0
Appartement,2440000.0,Centre,121,3.0,2.0
Appartement,1570000.0,Malabata,63,1.0,1.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,2980000.0,Centre,142,3.0,2.0
Appartement,950000.0,Mesnana,80,2.0,2.0
Appartement,1680000.0,Malabata,84,2.0,2.0
Appartement,2980000.0,Centre,142,3.0,2.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,1176000.0,Mesnana,112,3.0,2.0
Appartement,1207500.0,Mesnana,115,3.0,2.0
Appartement,1368000.0,Tanja Balia,114,3.0,2.0
Appartement,1728000.0,Tanja Balia,144,3.0,2.0
Appartement,1656300.0,Malabata,124,2.0,2.0
Appartement,2184300.0,Malabata,179,2.0,2.0
Appartement,920000.0,Tanja Balia,80,2.0,2.0
Appartement,1680000.0,Tanja Balia,140,3.0,2.0
Appartement,1300000.0,Centre,127,4.0,2.0
Appartement,270000.0,Branes 1,82,2.0,1.0
Appartement,900000.0,Ahlane,81,3.0,1.0
Appartement,1650000.0,Centre,52,1.0,1.0
Appartement,2100000.0,Iberie,214,4.0,2.0
Appartement,1680000.0,Tanja Balia,140,3.0,2.0
Appartement,2500000.0,Iberie,159,3.0,2.0
Appartement,1200000.0,Tanja Balia,100,3.0,2.0
Appartement,867350.0,Mesnana,83,2.0,2.0
Appartement,867350.0,Mesnana,83,2.0,2.0
Appartement,1239000.0,Mesnana,118,3.0,2.0
Appartement,1097000.0,Mesnana,110,3.0,2.0
Appartement,1107000.0,Mesnana,111,3.0,2.0
Appartement,1190000.0,Centre,99,2.0,2.0
Appartement,2970000.0,Centre,151,3.0,2.0
Appartement,972000.0,Tanja Balia,81,2.0,2.0
Appartement,2385000.0,Centre,115,3.0,2.0
Appartement,1768000.0,Malabata,91,2.0,2.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,996000.0,Tanja Balia,83,2.0,2.0
Appartement,804000.0,Tanja Balia,67,2.0,2.0
Appartement,1368000.0,Tanja Balia,114,3.0,2.0
Appartement,2300000.0,Centre,87,2.0,2.0
Appartement,2380000.0,Iberie,120,2.0,1.0
Appartement,3780000.0,Iberie,210,3.0,3.0
Appartement,3456000.0,Iberie,192,3.0,2.0
Appartement,1416000.0,Tanja Balia,118,3.0,2.0
Appartement,1650000.0,Malabata,88,2.0,1.0
Appartement,1850000.0,Malabata,101,2.0,2.0
Appartement,1612500.0,Branes 2,130,2.0,1.0
Appartement,1725000.0,Branes 2,115,3.0,2.0
Appartement,1450000.0,Centre,75,1.0,2.0
Appartement,1725000.0,Branes 2,115,3.0,2.0
Appartement,540000.0,Centre,53,2.0,1.0
Appartement,4000000.0,Centre,184,3.0,1.0
Appartement,1950000.0,Centre,182,2.0,1.0
Appartement,1350000.0,Centre,92,2.0,1.0
Appartement,3840000.0,Iberie,185,2.0,2.0
Appartement,2650000.0,Centre,198,4.0,2.0
Appartement,672000.0,Tanja Balia,56,1.0,1.0
Appartement,3000000.0,Centre,145,3.0,2.0
Appartement,1656000.0,Tanja Balia,138,3.0,2.0
Appartement,1260000.0,Tanja Balia,105,3.0,2.0
Appartement,2177500.0,Malabata,91,2.0,2.0
Appartement,1995500.0,Malabata,91,2.0,2.0
Appartement,1631500.0,Malabata,91,2.0,2.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,1200000.0,Centre,100,3.0,1.0
Appartement,1732000.0,Malabata,89,2.0,2.0
Appartement,1640000.0,Malabata,82,2.0,2.0
Appartement,350000.0,Tanja Balia,50,1.0,1.0
Appartement,1020000.0,Tanja Balia,85,2.0,2.0
Appartement,1500000.0,Centre,93,2.0,2.0
Appartement,1768000.0,Malabata,91,2.0,2.0
Appartement,1950000.0,Iberie,117,3.0,2.0
Appartement,1152000.0,Tanja Balia,96,3.0,2.0
Appartement,2970000.0,Centre,151,3.0,2.0
Appartement,1609000.0,Malabata,87,2.0,2.0
Appartement,1188000.0,Tanja Balia,99,3.0,2.0
Appartement,936000.0,Tanja Balia,78,2.0,2.0
Appartement,990000.0,Tanja Balia,90,3.0,2.0
Appartement,1677000.0,Malabata,91,2.0,2.0
Appartement,430000.0,Moujahidine,50,2.0,1.0
Appartement,960000.0,Branes 1,96,2.0,1.0
Appartement,1083800.0,Malabata,65,1.0,1.0
Appartement,3250000.0,Iberie,150,3.0,2.0
Appartement,3800000.0,Centre,132,2.0,2.0
Appartement,1732000.0,Malabata,89,2.0,2.0
Appartement,1152000.0,Malabata,72,1.0,1.0
Appartement,2500000.0,Centre,180,2.0,2.0
Appartement,2700000.0,Iberie,139,3.0,2.0
Appartement,3600000.0,Centre,165,3.0,2.0
Appartement,2600000.0,Castilla,185,3.0,3.0
Appartement,2440000.0,Centre,121,3.0,2.0
Appartement,2385000.0,Centre,115,3.0,2.0
Appartement,1380000.0,Malabata,100,2.0,2.0
Appartement,3000000.0,Centre,145,3.0,2.0
Appartement,2350000.0,Malabata,120,3.0,2.0
Appartement,3020000.0,Tanja Balia,151,3.0,2.0
Appartement,936000.0,Malabata,72,2.0,1.0
Appartement,1850000.0,Centre,75,2.0,1.0
Appartement,570000.0,Mesnana,65,2.0,1.0
Appartement,1070000.0,Centre,71,2.0,1.0
Appartement,1500000.0,Tanja Balia,125,3.0,2.0
Appartement,750000.0,Ahlane,76,3.0,1.0
Appartement,900000.0,Malabata,75,2.0,2.0
Appartement,3200000.0,Iberie,141,3.0,2.0
Appartement,1600000.0,Val Fleuri,122,3.0,2.0
Appartement,913500.0,Moujahidine,87,3.0,2.0
Appartement,400000.0,Moujahidine,58,2.0,2.0
Appartement,1596000.0,Centre,152,4.0,3.0
Appartement,1650000.0,Centre,151,3.0,2.0
Appartement,890000.0,Achakar,115,2.0,1.0
Appartement,700000.0,Val Fleuri,79,3.0,1.0
Appartement,1150000.0,Bir Chifa,110,3.0,2.0
Appartement,3192000.0,Iberie,183,3.0,2.0
Appartement,1030000.0,Moujahidine,86,3.0,2.0
Appartement,3100000.0,Iberie,135,1.0,2.0
Appartement,4000000.0,Centre,138,2.0,2.0
Appartement,1450000.0,Castilla,93,2.0,1.0
Appartement,820000.0,Mesnana,92,2.0,2.0
Appartement,1150000.0,Branes 2,110,2.0,1.0
Appartement,1200000.0,Castilla,120,3.0,2.0
Appartement,1250000.0,Ahlane,100,3.0,2.0
Appartement,2600000.0,Iberie,155,3.0,2.0
Appartement,900000.0,Marchane,92,2.0,1.0
Appartement,1128000.0,M'Nar,94,2.0,2.0
Appartement,1150000.0,Castilla,140,2.0,1.0
Appartement,1450000.0,Iberie,97,2.0,2.0
Appartement,1700000.0,Iberie,130,2.0,2.0
Appartement,1527000.0,Castilla,148,2.0,2.0
Appartement,3300000.0,Iberie,192,3.0,2.0
Appartement,1275000.0,Souani,102,2.0,2.0
Appartement,330000.0,Centre,50,2.0,1.0
Appartement,250000.0,Mesnana,34,1.0,1.0
Appartement,1272000.0,Malabata,106,3.0,2.0
Appartement,1300000.0,Centre,90,2.0,2.0
Appartement,1360000.0,Centre,139,3.0,2.0
Appartement,1488000.0,Malabata,124,3.0,2.0
Appartement,1602000.0,Centre,91,2.0,1.0
Appartement,1500000.0,Centre,65,1.0,1.0
Appartement,2400000.0,Moujahidine,161,3.0,2.0
Appartement,350000.0,Jirrari,56,2.0,1.0
Appartement,980000.0,Malabata,82,2.0,2.0
Appartement,400000.0,Tanja Balia,54,2.0,1.0
Appartement,1000000.0,Port Tanger ville,60,2.0,1.0
Appartement,1200000.0,Iberie,93,2.0,2.0
Appartement,1500000.0,Val Fleuri,121,3.0,2.0
Appartement,1650000.0,Malabata,87,2.0,2.0
Appartement,400000.0,Tanja Balia,55,2.0,1.0
Appartement,1248000.0,Centre,104,3.0,2.0
Appartement,1350000.0,Centre,155,3.0,2.0
Appartement,996000.0,Malabata,83,2.0,2.0
Appartement,2700000.0,Centre,163,3.0,2.0
Appartement,1580000.0,Centre,102,3.0,2.0
Appartement,1760000.0,Malabata,106,2.0,2.0
Appartement,900000.0,Ben Dibane,70,3.0,2.0
Appartement,3200000.0,Iberie,192,4.0,2.0
Appartement,1462000.0,Iberie,86,2.0,1.0
Appartement,1850000.0,Centre,100,2.0,1.0
Appartement,2350000.0,Centre,151,3.0,2.0
Appartement,2500000.0,Centre,172,3.0,1.0
Appartement,920000.0,Centre,98,2.0,2.0
Appartement,450000.0,Branes 1,60,2.0,1.0
Appartement,850000.0,Centre,110,2.0,1.0
Appartement,1224000.0,Malabata,102,3.0,2.0
Appartement,680000.0,Mesnana,97,2.0,1.0
Appartement,850000.0,Msala,80,2.0,1.0
Appartement,1600000.0,Centre,97,2.0,2.0
Appartement,2624000.0,Iberie,128,3.0,2.0
Appartement,1891000.0,Iberie,122,3.0,2.0
Appartement,3650000.0,Iberie,192,3.0,2.0
Appartement,3650000.0,Iberie,220,4.0,2.0
Appartement,972000.0,Centre,81,2.0,1.0
Appartement,660000.0,M'Nar,96,2.0,1.0
Appartement,996000.0,Malabata,83,2.0,2.0
Appartement,1380000.0,Malabata,115,3.0,2.0
Appartement,1480000.0,Centre,124,3.0,2.0
Appartement,984000.0,Malabata,82,2.0,2.0
Appartement,1260000.0,Malabata,105,3.0,2.0
Appartement,430000.0,Centre,55,2.0,1.0
Appartement,1488000.0,Malabata,124,3.0,2.0
Appartement,1150000.0,Centre,80,2.0,1.0
Appartement,2496000.0,Iberie,128,3.0,2.0
Appartement,1750000.0,Msala,124,3.0,2.0
Appartement,920000.0,Tanja Balia,102,3.0,2.0
Appartement,3600000.0,M'Nar,124,2.0,2.0
Appartement,570000.0,Mesnana,62,2.0,1.0
Appartement,1590000.0,Centre,145,3.0,3.0
Appartement,2496000.0,Iberie,128,3.0,2.0
Appartement,1030000.0,Centre,85,2.0,2.0
Appartement,1430000.0,Castilla,144,3.0,2.0
Appartement,900000.0,Mghogha,114,2.0,1.0
Appartement,900000.0,Mesnana,94,3.0,2.0
Appartement,1513250.0,Castilla,162,3.0,2.0
Appartement,1620000.0,Castilla,158,3.0,2.0
Appartement,1760000.0,Castilla,182,2.0,2.0
Appartement,960000.0,Tanja Balia,80,2.0,2.0
Appartement,1730000.0,Castilla,175,3.0,2.0
Appartement,1295000.0,Castilla,155,3.0,2.0
Appartement,800000.0,Mesnana,80,2.0,1.0
Appartement,2640000.0,Ahlane,100,2.0,2.0
Appartement,750000.0,M'Nar,62,2.0,1.0
Appartement,3050000.0,Marchane,194,3.0,2.0
Appartement,250000.0,Branes 1,36,1.0,1.0
Appartement,1750000.0,Iberie,125,2.0,2.0
Appartement,660000.0,Centre,57,2.0,1.0
Appartement,1700000.0,Achakar,146,2.0,2.0
Appartement,1700000.0,Centre,104,2.0,2.0
Appartement,1950000.0,Iberie,120,3.0,2.0
Appartement,1310000.0,Marchane,131,3.0,2.0
Appartement,1250000.0,Centre,39,1.0,1.0
Appartement,1125000.0,Tanja Balia,90,2.0,2.0
Appartement,1190000.0,Centre,106,2.0,2.0
Appartement,2290000.0,Centre,124,3.0,2.0
Appartement,2600000.0,Jbel Kbir,129,2.0,2.0
Appartement,1780000.0,Iberie,132,2.0,2.0
Appartement,1290000.0,Port Tanger ville,39,1.0,1.0
Appartement,720000.0,Centre,80,2.0,1.0
Appartement,1490000.0,Tanja Balia,121,2.0,2.0
Appartement,1188000.0,Malabata,99,3.0,2.0
Appartement,1248000.0,Malabata,104,3.0,2.0
Appartement,1020000.0,Malabata,85,2.0,2.0
Appartement,1488000.0,Centre,124,3.0,2.0
Appartement,1500000.0,Branes 2,108,2.0,2.0
Appartement,1610000.0,Malabata,140,3.0,2.0
Appartement,1464000.0,Malabata,122,3.0,2.0
Appartement,750000.0,M'Nar,62,2.0,1.0
Appartement,2040000.0,Centre,120,3.0,1.0
Appartement,1600000.0,Centre,122,3.0,2.0
Appartement,2200000.0,Centre,155,3.0,2.0
Appartement,2600000.0,Centre,155,3.0,2.0
Appartement,3059000.0,Iberie,176,3.0,2.0
Appartement,1776000.0,Marchane,170,3.0,1.0
Appartement,2907000.0,Iberie,153,3.0,1.0
Appartement,1620000.0,Centre,97,2.0,1.0
Appartement,2346000.0,Centre,138,3.0,1.0
Appartement,2487800.0,Centre,194,3.0,3.0
Appartement,790000.0,Moujahidine,79,2.0,1.0
Appartement,1150000.0,Iberie,93,2.0,1.0
Appartement,1200000.0,Centre,44,1.0,1.0
Appartement,3800000.0,Iberie,229,4.0,3.0
Appartement,1450000.0,Centre,163,3.0,3.0
Appartement,1400000.0,Branes 2,100,2.0,2.0
Appartement,1460000.0,Centre,163,2.0,3.0
Appartement,980000.0,Tanja Balia,82,2.0,2.0
Appartement,690000.0,Moujahidine,66,1.0,1.0
Appartement,760000.0,Moujahidine,87,2.0,2.0
Appartement,2900000.0,Malabata,170,3.0,2.0
Appartement,1500000.0,Centre,67,1.0,2.0
Appartement,1080000.0,Tanja Balia,90,3.0,2.0
Appartement,2485000.0,Iberie,113,3.0,2.0
Appartement,2300000.0,Centre,115,2.0,2.0
Appartement,1800000.0,Centre,124,3.0,2.0
Appartement,1280000.0,Centre,70,1.0,1.0
Appartement,720000.0,Centre,84,2.0,1.0
Appartement,980000.0,Malabata,82,2.0,2.0
Appartement,1426000.0,Malabata,124,3.0,2.0
Appartement,580000.0,Bir Chifa,65,2.0,1.0
Appartement,1320000.0,Moujahidine,95,3.0,2.0
Appartement,1080000.0,Centre,103,2.0,2.0
Appartement,984000.0,Malabata,82,2.0,2.0
Appartement,900000.0,Moujahidine,79,2.0,2.0
Appartement,1400000.0,Malabata,92,2.0,2.0
Appartement,1180000.0,Ahlane,100,3.0,2.0
Appartement,490000.0,Mesnana,66,3.0,1.0
Appartement,900000.0,Ben Dibane,147,3.0,1.0
Appartement,650000.0,Tanja Balia,60,2.0,1.0
Appartement,1350000.0,Jirrari,60,3.0,2.0
Appartement,984000.0,Centre,82,2.0,2.0
Appartement,984000.0,Malabata,82,2.0,2.0
Appartement,1950000.0,Iberie,92,2.0,1.0
Appartement,1104000.0,Malabata,96,3.0,2.0
Appartement,1207500.0,Malabata,105,3.0,2.0
Appartement,943000.0,Malabata,82,2.0,2.0
Appartement,1495000.0,Malabata,130,3.0,2.0
Appartement,940000.0,Centre,82,2.0,2.0
Appartement,1250000.0,Malabata,55,2.0,2.0
Appartement,1322500.0,Centre,115,3.0,2.0
Appartement,1196000.0,Malabata,104,3.0,2.0
Appartement,1139000.0,Malabata,99,3.0,2.0
Appartement,1198000.0,Malabata,104,3.0,2.0
Appartement,1668000.0,Centre,139,3.0,2.0
Appartement,600000.0,Val Fleuri,90,2.0,2.0
Appartement,1219000.0,Malabata,106,3.0,2.0
Appartement,1196000.0,Centre,104,3.0,2.0
Appartement,1850000.0,Centre,125,2.0,2.0
Appartement,650000.0,Mesnana,88,3.0,1.0
Appartement,430000.0,Mghogha,67,2.0,1.0
Appartement,930000.0,Branes 2,101,2.0,1.0
Appartement,960000.0,Val Fleuri,115,2.0,2.0
Appartement,950000.0,Val Fleuri,115,2.0,1.0
Appartement,800000.0,Val Fleuri,74,2.0,1.0
Appartement,1450000.0,Centre,124,2.0,2.0
Appartement,943000.0,Centre,82,2.0,2.0
Appartement,1720000.0,Centre,135,3.0,2.0
Appartement,920000.0,Tanja Balia,77,2.0,1.0
Appartement,1020000.0,Malabata,100,3.0,2.0
Appartement,1127000.0,Malabata,98,3.0,2.0
Appartement,790000.0,Ben Dibane,79,2.0,1.0
Appartement,240000.0,Mesnana,45,1.0,1.0
Appartement,1050000.0,Centre,94,2.0,1.0
Appartement,350000.0,Mghogha,50,2.0,1.0
Appartement,1170000.0,Malabata,102,3.0,2.0
Appartement,1092500.0,Malabata,95,3.0,2.0
Appartement,370000.0,Centre,50,2.0,1.0
Appartement,2300000.0,Castilla,205,4.0,2.0
Appartement,3100000.0,Val Fleuri,231,3.0,2.0
Appartement,1495000.0,Malabata,130,3.0,1.0
Appartement,1850000.0,Centre,230,3.0,2.0
Appartement,3000000.0,Malabata,129,2.0,2.0
Appartement,1550000.0,Centre,105,2.0,3.0
Appartement,3396000.0,Malabata,134,3.0,2.0
Appartement,1242000.0,Malabata,108,3.0,2.0
Appartement,2470000.0,Malabata,130,3.0,2.0
Appartement,1403000.0,Malabata,128,3.0,2.0
Appartement,1115500.0,Malabata,97,3.0,2.0
Appartement,1437500.0,Malabata,125,3.0,2.0
Appartement,1184500.0,Centre,103,3.0,2.0
Appartement,680000.0,Souani,80,2.0,1.0
Appartement,2771000.0,Marchane,163,3.0,2.0
Appartement,550000.0,Centre,62,2.0,1.0
Appartement,2400000.0,Centre,137,3.0,2.0
Appartement,1207500.0,Centre,105,3.0,2.0
Appartement,920000.0,Tanja Balia,80,2.0,2.0
Appartement,2150000.0,Malabata,118,3.0,2.0
Appartement,1400000.0,Centre,127,3.0,2.0
Appartement,1150000.0,Centre,80,2.0,2.0
Appartement,1850000.0,Malabata,96,2.0,2.0
Appartement,1104000.0,Centre,96,3.0,2.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,931500.0,Malabata,81,2.0,2.0
Appartement,440000.0,Malabata,54,2.0,1.0
Appartement,900000.0,Branes 1,79,2.0,2.0
Appartement,450000.0,Tanja Balia,54,2.0,1.0
Appartement,820000.0,Mesnana,111,2.0,2.0
Appartement,1000000.0,Moujahidine,90,2.0,1.0
Appartement,1800000.0,Castilla,143,3.0,2.0
Appartement,440000.0,Centre,54,2.0,1.0
Appartement,640000.0,Moujahidine,64,2.0,1.0
Appartement,2200000.0,Castilla,207,3.0,2.0
Appartement,300000.0,Achakar,60,2.0,1.0
Appartement,1437500.0,Val Fleuri,125,3.0,2.0
Appartement,931500.0,Castilla,81,2.0,2.0
Appartement,1340000.0,Centre,106,3.0,1.0
Appartement,1419000.0,Branes 2,145,4.0,2.0
Appartement,1320000.0,Centre,115,3.0,2.0
Appartement,977500.0,Malabata,85,2.0,2.0
Appartement,1426000.0,Centre,124,3.0,2.0
Appartement,1380000.0,Centre,120,3.0,2.0
Appartement,1100000.0,Malabata,96,3.0,2.0
Appartement,440000.0,Centre,54,2.0,1.0
Appartement,940000.0,Ahlane,86,2.0,2.0
Appartement,1450000.0,Ahlane,108,3.0,2.0
Appartement,1350000.0,Centre,112,3.0,1.0
Appartement,1100000.0,Moujahidine,98,3.0,2.0
Appartement,440000.0,Malabata,54,2.0,1.0
Appartement,1138500.0,Centre,99,3.0,2.0
Appartement,450000.0,Malabata,54,2.0,1.0
Appartement,1380000.0,Malabata,120,3.0,2.0
Appartement,1207500.0,Malabata,105,3.0,2.0
Appartement,1104000.0,Malabata,96,3.0,2.0
Appartement,931500.0,Centre,81,2.0,2.0
Appartement,954500.0,Malabata,83,2.0,2.0
Appartement,450000.0,Malabata,54,2.0,1.0
Appartement,1138500.0,Malabata,99,3.0,2.0
Appartement,930000.0,Malabata,81,2.0,2.0
Appartement,1104000.0,Malabata,96,3.0,1.0
Appartement,600000.0,Tanja Balia,68,2.0,1.0
Appartement,450000.0,Centre,54,2.0,1.0
Appartement,930000.0,Tanja Balia,81,2.0,2.0
Appartement,1656000.0,Malabata,144,3.0,2.0
Appartement,1050000.0,Casabarata,96,2.0,2.0
Appartement,590000.0,Tanja Balia,66,2.0,1.0
